STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
01,000,Alabama,Alabama,4903185
01,001,Alabama,Autauga County,55869
01,003,Alabama,Baldwin County,223234
01,005,Alabama,Barbour County,24686
01,007,Alabama,Bibb County,22394
01,009,Alabama,Blount County,57826
01,011,Alabama,Bullock County,10101
01,013,Alabama,Butler County,19448
01,015,Alabama,Calhoun County,113605
01,017,Alabama,Chambers County,33254
01,019,Alabama,Cherokee County,26196
01,021,Alabama,Chilton County,44428
01,023,Alabama,Choctaw County,12589
01,025,Alabama,Clarke County,23622
01,027,Alabama,Clay County,13235
01,029,Alabama,Cleburne County,14910
01,031,Alabama,Coffee County,52342
01,033,Alabama,Colbert County,55241
01,035,Alabama,Conecuh County,12067
01,037,Alabama,Coosa County,10663
01,039,Alabama,Covington County,37049
01,041,Alabama,Crenshaw County,13772
01,043,Alabama,Cullman County,83768
01,045,Alabama,Dale County,49172
01,047,Alabama,Dallas County,37196
01,049,Alabama,DeKalb County,71513
01,051,Alabama,Elmore County,81209
01,053,Alabama,Escambia County,36633
01,055,Alabama,Etowah County,102268
01,057,Alabama,Fayette County,16302
01,059,Alabama,Franklin County,31362
01,061,Alabama,Geneva County,26271
01,063,Alabama,Greene County,8111
01,065,Alabama,Hale County,14651
01,067,Alabama,Henry County,17205
01,069,Alabama,Houston County,105882
01,071,Alabama,Jackson County,51626
01,073,Alabama,Jefferson County,658573
01,075,Alabama,Lamar County,13805
01,077,Alabama,Lauderdale County,92729
01,079,Alabama,Lawrence County,32924
01,081,Alabama,Lee County,164542
01,083,Alabama,Limestone County,98915
01,085,Alabama,Lowndes County,9726
01,087,Alabama,Macon County,18068
01,089,Alabama,Madison County,372909
01,091,Alabama,Marengo County,18863
01,093,Alabama,Marion County,29709
01,095,Alabama,Marshall County,96774
01,097,Alabama,Mobile County,413210
01,099,Alabama,Monroe County,20733
01,101,Alabama,Montgomery County,226486
01,103,Alabama,Morgan County,119679
01,105,Alabama,Perry County,8923
01,107,Alabama,Pickens County,19930
01,109,Alabama,Pike County,33114
01,111,Alabama,Randolph County,22722
01,113,Alabama,Russell County,57961
01,115,Alabama,St. Clair County,89512
01,117,Alabama,Shelby County,217702
01,119,Alabama,Sumter County,12427
01,121,Alabama,Talladega County,79978
01,123,Alabama,Tallapoosa County,40367
01,125,Alabama,Tuscaloosa County,209355
01,127,Alabama,Walker County,63521
01,129,Alabama,Washington County,16326
01,131,Alabama,Wilcox County,10373
01,133,Alabama,Winston County,23629
02,000,Alaska,Alaska,731545
02,013,Alaska,Aleutians East Borough,3337
02,016,Alaska,Aleutians West Census Area,5634
02,020,Alaska,Anchorage Municipality,288000
02,050,Alaska,Bethel Census Area,18386
02,060,Alaska,Bristol Bay Borough,836
02,068,Alaska,Denali Borough,2097
02,070,Alaska,Dillingham Census Area,4916
02,090,Alaska,Fairbanks North Star Borough,96849
02,100,Alaska,Haines Borough,2530
02,105,Alaska,Hoonah-Angoon Census Area,2148
02,110,Alaska,Juneau City and Borough,31974
02,122,Alaska,Kenai Peninsula Borough,58708
02,130,Alaska,Ketchikan Gateway Borough,13901
02,150,Alaska,Kodiak Island Borough,12998
02,158,Alaska,Kusilvak Census Area,8314
02,164,Alaska,Lake and Peninsula Borough,1592
02,170,Alaska,Matanuska-Susitna Borough,108317
02,180,Alaska,Nome Census Area,10004
02,185,Alaska,North Slope Borough,9832
02,188,Alaska,Northwest Arctic Borough,7621
02,195,Alaska,Petersburg Borough,3266
02,198,Alaska,Prince of Wales-Hyder Census Area,6203
02,220,Alaska,Sitka City and Borough,8493
02,230,Alaska,Skagway Municipality,1183
02,240,Alaska,Southeast Fairbanks Census Area,6893
02,261,Alaska,Valdez-Cordova Census Area,9202
02,275,Alaska,Wrangell City and Borough,2502
02,282,Alaska,Yakutat City and Borough,579
02,290,Alaska,Yukon-Koyukuk Census Area,5230
04,000,Arizona,Arizona,7278717
04,001,Arizona,Apache County,71887
04,003,Arizona,Cochise County,125922
04,005,Arizona,Coconino County,143476
04,007,Arizona,Gila County,54018
04,009,Arizona,Graham County,38837
04,011,Arizona,Greenlee County,9498
04,012,Arizona,La Paz County,21108
04,013,Arizona,Maricopa County,4485414
04,015,Arizona,Mohave County,212181
04,017,Arizona,Navajo County,110924
04,019,Arizona,Pima County,1047279
04,021,Arizona,Pinal County,462789
04,023,Arizona,Santa Cruz County,46498
04,025,Arizona,Yavapai County,235099
04,027,Arizona,Yuma County,213787
05,000,Arkansas,Arkansas,3017804
05,001,Arkansas,Arkansas County,17486
05,003,Arkansas,Ashley County,19657
05,005,Arkansas,Baxter County,41932
05,007,Arkansas,Benton County,279141
05,009,Arkansas,Boone County,37432
05,011,Arkansas,Bradley County,10763
05,013,Arkansas,Calhoun County,5189
05,015,Arkansas,Carroll County,28380
05,017,Arkansas,Chicot County,10118
05,019,Arkansas,Clark County,22320
05,021,Arkansas,Clay County,14551
05,023,Arkansas,Cleburne County,24919
05,025,Arkansas,Cleveland County,7956
05,027,Arkansas,Columbia County,23457
05,029,Arkansas,Conway County,20846
05,031,Arkansas,Craighead County,110332
05,033,Arkansas,Crawford County,63257
05,035,Arkansas,Crittenden County,47955
05,037,Arkansas,Cross County,16419
05,039,Arkansas,Dallas County,7009
05,041,Arkansas,Desha County,11361
05,043,Arkansas,Drew County,18219
05,045,Arkansas,Faulkner County,126007
05,047,Arkansas,Franklin County,17715
05,049,Arkansas,Fulton County,12477
05,051,Arkansas,Garland County,99386
05,053,Arkansas,Grant County,18265
05,055,Arkansas,Greene County,45325
05,057,Arkansas,Hempstead County,21532
05,059,Arkansas,Hot Spring County,33771
05,061,Arkansas,Howard County,13202
05,063,Arkansas,Independence County,37825
05,065,Arkansas,Izard County,13629
05,067,Arkansas,Jackson County,16719
05,069,Arkansas,Jefferson County,66824
05,071,Arkansas,Johnson County,26578
05,073,Arkansas,Lafayette County,6624
05,075,Arkansas,Lawrence County,16406
05,077,Arkansas,Lee County,8857
05,079,Arkansas,Lincoln County,13024
05,081,Arkansas,Little River County,12259
05,083,Arkansas,Logan County,21466
05,085,Arkansas,Lonoke County,73309
05,087,Arkansas,Madison County,16576
05,089,Arkansas,Marion County,16694
05,091,Arkansas,Miller County,43257
05,093,Arkansas,Mississippi County,40651
05,095,Arkansas,Monroe County,6701
05,097,Arkansas,Montgomery County,8986
05,099,Arkansas,Nevada County,8252
05,101,Arkansas,Newton County,7753
05,103,Arkansas,Ouachita County,23382
05,105,Arkansas,Perry County,10455
05,107,Arkansas,Phillips County,17782
05,109,Arkansas,Pike County,10718
05,111,Arkansas,Poinsett County,23528
05,113,Arkansas,Polk County,19964
05,115,Arkansas,Pope County,64072
05,117,Arkansas,Prairie County,8062
05,119,Arkansas,Pulaski County,391911
05,121,Arkansas,Randolph County,17958
05,123,Arkansas,St. Francis County,24994
05,125,Arkansas,Saline County,122437
05,127,Arkansas,Scott County,10281
05,129,Arkansas,Searcy County,7881
05,131,Arkansas,Sebastian County,127827
05,133,Arkansas,Sevier County,17007
05,135,Arkansas,Sharp County,17442
05,137,Arkansas,Stone County,12506
05,139,Arkansas,Union County,38682
05,141,Arkansas,Van Buren County,16545
05,143,Arkansas,Washington County,239187
05,145,Arkansas,White County,78753
05,147,Arkansas,Woodruff County,6320
05,149,Arkansas,Yell County,21341
06,000,California,California,39512223
06,001,California,Alameda County,1671329
06,003,California,Alpine County,1129
06,005,California,Amador County,39752
06,007,California,Butte County,219186
06,009,California,Calaveras County,45905
06,011,California,Colusa County,21547
06,013,California,Contra Costa County,1153526
06,015,California,Del Norte County,27812
06,017,California,El Dorado County,192843
06,019,California,Fresno County,999101
06,021,California,Glenn County,28393
06,023,California,Humboldt County,135558
06,025,California,Imperial County,181215
06,027,California,Inyo County,18039
06,029,California,Kern County,900202
06,031,California,Kings County,152940
06,033,California,Lake County,64386
06,035,California,Lassen County,30573
06,037,California,Los Angeles County,10039107
06,039,California,Madera County,157327
06,041,California,Marin County,258826
06,043,California,Mariposa County,17203
06,045,California,Mendocino County,86749
06,047,California,Merced County,277680
06,049,California,Modoc County,8841
06,051,California,Mono County,14444
06,053,California,Monterey County,434061
06,055,California,Napa County,137744
06,057,California,Nevada County,99755
06,059,California,Orange County,3175692
06,061,California,Placer County,398329
06,063,California,Plumas County,18807
06,065,California,Riverside County,2470546
06,067,California,Sacramento County,1552058
06,069,California,San Benito County,62808
06,071,California,San Bernardino County,2180085
06,073,California,San Diego County,3338330
06,075,California,San Francisco County,881549
06,077,California,San Joaquin County,762148
06,079,California,San Luis Obispo County,283111
06,081,California,San Mateo County,766573
06,083,California,Santa Barbara County,446499
06,085,California,Santa Clara County,1927852
06,087,California,Santa Cruz County,273213
06,089,California,Shasta County,180080
06,091,California,Sierra County,3005
06,093,California,Siskiyou County,43539
06,095,California,Solano County,447643
06,097,California,Sonoma County,494336
06,099,California,Stanislaus County,550660
06,101,California,Sutter County,96971
06,103,California,Tehama County,65084
06,105,California,Trinity County,12285
06,107,California,Tulare County,466195
06,109,California,Tuolumne County,54478
06,111,California,Ventura County,846006
06,113,California,Yolo County,220500
06,115,California,Yuba County,78668
08,000,Colorado,Colorado,5758736
08,001,Colorado,Adams County,517421
08,003,Colorado,Alamosa County,16233
08,005,Colorado,Arapahoe County,656590
08,007,Colorado,Archuleta County,14029
08,009,Colorado,Baca County,3581
08,011,Colorado,Bent County,5577
08,013,Colorado,Boulder County,326196
08,014,Colorado,Broomfield County,70465
08,015,Colorado,Chaffee County,20356
08,017,Colorado,Cheyenne County,1831
08,019,Colorado,Clear Creek County,9700
08,021,Colorado,Conejos County,8205
08,023,Colorado,Costilla County,3887
08,025,Colorado,Crowley County,6061
08,027,Colorado,Custer County,5068
08,029,Colorado,Delta County,31162
08,031,Colorado,Denver County,727211
08,033,Colorado,Dolores County,2055
08,035,Colorado,Douglas County,351154
08,037,Colorado,Eagle County,55127
08,039,Colorado,Elbert County,26729
08,041,Colorado,El Paso County,720403
08,043,Colorado,Fremont County,47839
08,045,Colorado,Garfield County,60061
08,047,Colorado,Gilpin County,6243
08,049,Colorado,Grand County,15734
08,051,Colorado,Gunnison County,17462
08,053,Colorado,Hinsdale County,820
08,055,Colorado,Huerfano County,6897
08,057,Colorado,Jackson County,1392
08,059,Colorado,Jefferson County,582881
08,061,Colorado,Kiowa County,1406
08,063,Colorado,Kit Carson County,7097
08,065,Colorado,Lake County,8127
08,067,Colorado,La Plata County,56221
08,069,Colorado,Larimer County,356899
08,071,Colorado,Las Animas County,14506
08,073,Colorado,Lincoln County,5701
08,075,Colorado,Logan County,22409
08,077,Colorado,Mesa County,154210
08,079,Colorado,Mineral County,769
08,081,Colorado,Moffat County,13283
08,083,Colorado,Montezuma County,26183
08,085,Colorado,Montrose County,42758
08,087,Colorado,Morgan County,29068
08,089,Colorado,Otero County,18278
08,091,Colorado,Ouray County,4952
08,093,Colorado,Park County,18845
08,095,Colorado,Phillips County,4265
08,097,Colorado,Pitkin County,17767
08,099,Colorado,Prowers County,12172
08,101,Colorado,Pueblo County,168424
08,103,Colorado,Rio Blanco County,6324
08,105,Colorado,Rio Grande County,11267
08,107,Colorado,Routt County,25638
08,109,Colorado,Saguache County,6824
08,111,Colorado,San Juan County,728
08,113,Colorado,San Miguel County,8179
08,115,Colorado,Sedgwick County,2248
08,117,Colorado,Summit County,31011
08,119,Colorado,Teller County,25388
08,121,Colorado,Washington County,4908
08,123,Colorado,Weld County,324492
08,125,Colorado,Yuma County,10019
09,000,Connecticut,Connecticut,3565287
09,001,Connecticut,Fairfield County,943332
09,003,Connecticut,Hartford County,891720
09,005,Connecticut,Litchfield County,180333
09,007,Connecticut,Middlesex County,162436
09,009,Connecticut,New Haven County,854757
09,011,Connecticut,New London County,265206
09,013,Connecticut,Tolland County,150721
09,015,Connecticut,Windham County,116782
10,000,Delaware,Delaware,973764
10,001,Delaware,Kent County,180786
10,003,Delaware,New Castle County,558753
10,005,Delaware,Sussex County,234225
11,000,District of Columbia,District of Columbia,705749
11,001,District of Columbia,District of Columbia,705749
12,000,Florida,Florida,21477737
12,001,Florida,Alachua County,269043
12,003,Florida,Baker County,29210
12,005,Florida,Bay County,174705
12,007,Florida,Bradford County,28201
12,009,Florida,Brevard County,601942
12,011,Florida,Broward County,1952778
12,013,Florida,Calhoun County,14105
12,015,Florida,Charlotte County,188910
12,017,Florida,Citrus County,149657
12,019,Florida,Clay County,219252
12,021,Florida,Collier County,384902
12,023,Florida,Columbia County,71686
12,027,Florida,DeSoto County,38001
12,029,Florida,Dixie County,16826
12,031,Florida,Duval County,957755
12,033,Florida,Escambia County,318316
12,035,Florida,Flagler County,115081
12,037,Florida,Franklin County,12125
12,039,Florida,Gadsden County,45660
12,041,Florida,Gilchrist County,18582
12,043,Florida,Glades County,13811
12,045,Florida,Gulf County,13639
12,047,Florida,Hamilton County,14428
12,049,Florida,Hardee County,26937
12,051,Florida,Hendry County,42022
12,053,Florida,Hernando County,193920
12,055,Florida,Highlands County,106221
12,057,Florida,Hillsborough County,1471968
12,059,Florida,Holmes County,19617
12,061,Florida,Indian River County,159923
12,063,Florida,Jackson County,46414
12,065,Florida,Jefferson County,14246
12,067,Florida,Lafayette County,8422
12,069,Florida,Lake County,367118
12,071,Florida,Lee County,770577
12,073,Florida,Leon County,293582
12,075,Florida,Levy County,41503
12,077,Florida,Liberty County,8354
12,079,Florida,Madison County,18493
12,081,Florida,Manatee County,403253
12,083,Florida,Marion County,365579
12,085,Florida,Martin County,161000
12,086,Florida,Miami-Dade County,2716940
12,087,Florida,Monroe County,74228
12,089,Florida,Nassau County,88625
12,091,Florida,Okaloosa County,210738
12,093,Florida,Okeechobee County,42168
12,095,Florida,Orange County,1393452
12,097,Florida,Osceola County,375751
12,099,Florida,Palm Beach County,1496770
12,101,Florida,Pasco County,553947
12,103,Florida,Pinellas County,974996
12,105,Florida,Polk County,724777
12,107,Florida,Putnam County,74521
12,109,Florida,St. Johns County,264672
12,111,Florida,St. Lucie County,328297
12,113,Florida,Santa Rosa County,184313
12,115,Florida,Sarasota County,433742
12,117,Florida,Seminole County,471826
12,119,Florida,Sumter County,132420
12,121,Florida,Suwannee County,44417
12,123,Florida,Taylor County,21569
12,125,Florida,Union County,15237
12,127,Florida,Volusia County,553284
12,129,Florida,Wakulla County,33739
12,131,Florida,Walton County,74071
12,133,Florida,Washington County,25473
13,000,Georgia,Georgia,10617423
13,001,Georgia,Appling County,18386
13,003,Georgia,Atkinson County,8165
13,005,Georgia,Bacon County,11164
13,007,Georgia,Baker County,3038
13,009,Georgia,Baldwin County,44890
13,011,Georgia,Banks County,19234
13,013,Georgia,Barrow County,83240
13,015,Georgia,Bartow County,107738
13,017,Georgia,Ben Hill County,16700
13,019,Georgia,Berrien County,19397
13,021,Georgia,Bibb County,153159
13,023,Georgia,Bleckley County,12873
13,025,Georgia,Brantley County,19109
13,027,Georgia,Brooks County,15457
13,029,Georgia,Bryan County,39627
13,031,Georgia,Bulloch County,79608
13,033,Georgia,Burke County,22383
13,035,Georgia,Butts County,24936
13,037,Georgia,Calhoun County,6189
13,039,Georgia,Camden County,54666
13,043,Georgia,Candler County,10803
13,045,Georgia,Carroll County,119992
13,047,Georgia,Catoosa County,67580
13,049,Georgia,Charlton County,13392
13,051,Georgia,Chatham County,289430
13,053,Georgia,Chattahoochee County,10907
13,055,Georgia,Chattooga County,24789
13,057,Georgia,Cherokee County,258773
13,059,Georgia,Clarke County,128331
13,061,Georgia,Clay County,2834
13,063,Georgia,Clayton County,292256
13,065,Georgia,Clinch County,6618
13,067,Georgia,Cobb County,760141
13,069,Georgia,Coffee County,43273
13,071,Georgia,Colquitt County,45600
13,073,Georgia,Columbia County,156714
13,075,Georgia,Cook County,17270
13,077,Georgia,Coweta County,148509
13,079,Georgia,Crawford County,12404
13,081,Georgia,Crisp County,22372
13,083,Georgia,Dade County,16116
13,085,Georgia,Dawson County,26108
13,087,Georgia,Decatur County,26404
13,089,Georgia,DeKalb County,759297
13,091,Georgia,Dodge County,20605
13,093,Georgia,Dooly County,13390
13,095,Georgia,Dougherty County,87956
13,097,Georgia,Douglas County,146343
13,099,Georgia,Early County,10190
13,101,Georgia,Echols County,4006
13,103,Georgia,Effingham County,64296
13,105,Georgia,Elbert County,19194
13,107,Georgia,Emanuel County,22646
13,109,Georgia,Evans County,10654
13,111,Georgia,Fannin County,26188
13,113,Georgia,Fayette County,114421
13,115,Georgia,Floyd County,98498
13,117,Georgia,Forsyth County,244252
13,119,Georgia,Franklin County,23349
13,121,Georgia,Fulton County,1063937
13,123,Georgia,Gilmer County,31369
13,125,Georgia,Glascock County,2971
13,127,Georgia,Glynn County,85292
13,129,Georgia,Gordon County,57963
13,131,Georgia,Grady County,24633
13,133,Georgia,Greene County,18324
13,135,Georgia,Gwinnett County,936250
13,137,Georgia,Habersham County,45328
13,139,Georgia,Hall County,204441
13,141,Georgia,Hancock County,8457
13,143,Georgia,Haralson County,29792
13,145,Georgia,Harris County,35236
13,147,Georgia,Hart County,26205
13,149,Georgia,Heard County,11923
13,151,Georgia,Henry County,234561
13,153,Georgia,Houston County,157863
13,155,Georgia,Irwin County,9416
13,157,Georgia,Jackson County,72977
13,159,Georgia,Jasper County,14219
13,161,Georgia,Jeff Davis County,15115
13,163,Georgia,Jefferson County,15362
13,165,Georgia,Jenkins County,8676
13,167,Georgia,Johnson County,9643
13,169,Georgia,Jones County,28735
13,171,Georgia,Lamar County,19077
13,173,Georgia,Lanier County,10423
13,175,Georgia,Laurens County,47546
13,177,Georgia,Lee County,29992
13,179,Georgia,Liberty County,61435
13,181,Georgia,Lincoln County,7921
13,183,Georgia,Long County,19559
13,185,Georgia,Lowndes County,117406
13,187,Georgia,Lumpkin County,33610
13,189,Georgia,McDuffie County,21312
13,191,Georgia,McIntosh County,14378
13,193,Georgia,Macon County,12947
13,195,Georgia,Madison County,29880
13,197,Georgia,Marion County,8359
13,199,Georgia,Meriwether County,21167
13,201,Georgia,Miller County,5718
13,205,Georgia,Mitchell County,21863
13,207,Georgia,Monroe County,27578
13,209,Georgia,Montgomery County,9172
13,211,Georgia,Morgan County,19276
13,213,Georgia,Murray County,40096
13,215,Georgia,Muscogee County,195769
13,217,Georgia,Newton County,111744
13,219,Georgia,Oconee County,40280
13,221,Georgia,Oglethorpe County,15259
13,223,Georgia,Paulding County,168667
13,225,Georgia,Peach County,27546
13,227,Georgia,Pickens County,32591
13,229,Georgia,Pierce County,19465
13,231,Georgia,Pike County,18962
13,233,Georgia,Polk County,42613
13,235,Georgia,Pulaski County,11137
13,237,Georgia,Putnam County,22119
13,239,Georgia,Quitman County,2299
13,241,Georgia,Rabun County,17137
13,243,Georgia,Randolph County,6778
13,245,Georgia,Richmond County,202518
13,247,Georgia,Rockdale County,90896
13,249,Georgia,Schley County,5257
13,251,Georgia,Screven County,13966
13,253,Georgia,Seminole County,8090
13,255,Georgia,Spalding County,66703
13,257,Georgia,Stephens County,25925
13,259,Georgia,Stewart County,6621
13,261,Georgia,Sumter County,29524
13,263,Georgia,Talbot County,6195
13,265,Georgia,Taliaferro County,1537
13,267,Georgia,Tattnall County,25286
13,269,Georgia,Taylor County,8020
13,271,Georgia,Telfair County,15860
13,273,Georgia,Terrell County,8531
13,275,Georgia,Thomas County,44451
13,277,Georgia,Tift County,40644
13,279,Georgia,Toombs County,26830
13,281,Georgia,Towns County,12037
13,283,Georgia,Treutlen County,6901
13,285,Georgia,Troup County,69922
13,287,Georgia,Turner County,7985
13,289,Georgia,Twiggs County,8120
13,291,Georgia,Union County,24511
13,293,Georgia,Upson County,26320
13,295,Georgia,Walker County,69761
13,297,Georgia,Walton County,94593
13,299,Georgia,Ware County,35734
13,301,Georgia,Warren County,5254
13,303,Georgia,Washington County,20374
13,305,Georgia,Wayne County,29927
13,307,Georgia,Webster County,2607
13,309,Georgia,Wheeler County,7855
13,311,Georgia,White County,30798
13,313,Georgia,Whitfield County,104628
13,315,Georgia,Wilcox County,8635
13,317,Georgia,Wilkes County,9777
13,319,Georgia,Wilkinson County,8954
13,321,Georgia,Worth County,20247
15,000,Hawaii,Hawaii,1415872
15,001,Hawaii,Hawaii County,201513
15,003,Hawaii,Honolulu County,974563
15,005,Hawaii,Kalawao County,86
15,007,Hawaii,Kauai County,72293
15,009,Hawaii,Maui County,167417
16,000,Idaho,Idaho,1787065
16,001,Idaho,Ada County,481587
16,003,Idaho,Adams County,4294
16,005,Idaho,Bannock County,87808
16,007,Idaho,Bear Lake County,6125
16,009,Idaho,Benewah County,9298
16,011,Idaho,Bingham County,46811
16,013,Idaho,Blaine County,23021
16,015,Idaho,Boise County,7831
16,017,Idaho,Bonner County,45739
16,019,Idaho,Bonneville County,119062
16,021,Idaho,Boundary County,12245
16,023,Idaho,Butte County,2597
16,025,Idaho,Camas County,1106
16,027,Idaho,Canyon County,229849
16,029,Idaho,Caribou County,7155
16,031,Idaho,Cassia County,24030
16,033,Idaho,Clark County,845
16,035,Idaho,Clearwater County,8756
16,037,Idaho,Custer County,4315
16,039,Idaho,Elmore County,27511
16,041,Idaho,Franklin County,13876
16,043,Idaho,Fremont County,13099
16,045,Idaho,Gem County,18112
16,047,Idaho,Gooding County,15179
16,049,Idaho,Idaho County,16667
16,051,Idaho,Jefferson County,29871
16,053,Idaho,Jerome County,24412
16,055,Idaho,Kootenai County,165697
16,057,Idaho,Latah County,40108
16,059,Idaho,Lemhi County,8027
16,061,Idaho,Lewis County,3838
16,063,Idaho,Lincoln County,5366
16,065,Idaho,Madison County,39907
16,067,Idaho,Minidoka County,21039
16,069,Idaho,Nez Perce County,40408
16,071,Idaho,Oneida County,4531
16,073,Idaho,Owyhee County,11823
16,075,Idaho,Payette County,23951
16,077,Idaho,Power County,7681
16,079,Idaho,Shoshone County,12882
16,081,Idaho,Teton County,12142
16,083,Idaho,Twin Falls County,86878
16,085,Idaho,Valley County,11392
16,087,Idaho,Washington County,10194
17,000,Illinois,Illinois,12671821
17,001,Illinois,Adams County,65435
17,003,Illinois,Alexander County,5761
17,005,Illinois,Bond County,16426
17,007,Illinois,Boone County,53544
17,009,Illinois,Brown County,6578
17,011,Illinois,Bureau County,32628
17,013,Illinois,Calhoun County,4739
17,015,Illinois,Carroll County,14305
17,017,Illinois,Cass County,12147
17,019,Illinois,Champaign County,209689
17,021,Illinois,Christian County,32304
17,023,Illinois,Clark County,15441
17,025,Illinois,Clay County,13184
17,027,Illinois,Clinton County,37562
17,029,Illinois,Coles County,50621
17,031,Illinois,Cook County,5150233
17,033,Illinois,Crawford County,18667
17,035,Illinois,Cumberland County,10766
17,037,Illinois,DeKalb County,104897
17,039,Illinois,De Witt County,15638
17,041,Illinois,Douglas County,19465
17,043,Illinois,DuPage County,922921
17,045,Illinois,Edgar County,17161
17,047,Illinois,Edwards County,6395
17,049,Illinois,Effingham County,34008
17,051,Illinois,Fayette County,21336
17,053,Illinois,Ford County,12961
17,055,Illinois,Franklin County,38469
17,057,Illinois,Fulton County,34340
17,059,Illinois,Gallatin County,4828
17,061,Illinois,Greene County,12969
17,063,Illinois,Grundy County,51054
17,065,Illinois,Hamilton County,8116
17,067,Illinois,Hancock County,17708
17,069,Illinois,Hardin County,3821
17,071,Illinois,Henderson County,6646
17,073,Illinois,Henry County,48913
17,075,Illinois,Iroquois County,27114
17,077,Illinois,Jackson County,56750
17,079,Illinois,Jasper County,9610
17,081,Illinois,Jefferson County,37684
17,083,Illinois,Jersey County,21773
17,085,Illinois,Jo Daviess County,21235
17,087,Illinois,Johnson County,12417
17,089,Illinois,Kane County,532403
17,091,Illinois,Kankakee County,109862
17,093,Illinois,Kendall County,128990
17,095,Illinois,Knox County,49699
17,097,Illinois,Lake County,696535
17,099,Illinois,LaSalle County,108669
17,101,Illinois,Lawrence County,15678
17,103,Illinois,Lee County,34096
17,105,Illinois,Livingston County,35648
17,107,Illinois,Logan County,28618
17,109,Illinois,McDonough County,29682
17,111,Illinois,McHenry County,307774
17,113,Illinois,McLean County,171517
17,115,Illinois,Macon County,104009
17,117,Illinois,Macoupin County,44926
17,119,Illinois,Madison County,262966
17,121,Illinois,Marion County,37205
17,123,Illinois,Marshall County,11438
17,125,Illinois,Mason County,13359
17,127,Illinois,Massac County,13772
17,129,Illinois,Menard County,12196
17,131,Illinois,Mercer County,15437
17,133,Illinois,Monroe County,34637
17,135,Illinois,Montgomery County,28414
17,137,Illinois,Morgan County,33658
17,139,Illinois,Moultrie County,14501
17,141,Illinois,Ogle County,50643
17,143,Illinois,Peoria County,179179
17,145,Illinois,Perry County,20916
17,147,Illinois,Piatt County,16344
17,149,Illinois,Pike County,15561
17,151,Illinois,Pope County,4177
17,153,Illinois,Pulaski County,5335
17,155,Illinois,Putnam County,5739
17,157,Illinois,Randolph County,31782
17,159,Illinois,Richland County,15513
17,161,Illinois,Rock Island County,141879
17,163,Illinois,St. Clair County,259686
17,165,Illinois,Saline County,23491
17,167,Illinois,Sangamon County,194672
17,169,Illinois,Schuyler County,6768
17,171,Illinois,Scott County,4951
17,173,Illinois,Shelby County,21634
17,175,Illinois,Stark County,5342
17,177,Illinois,Stephenson County,44498
17,179,Illinois,Tazewell County,131803
17,181,Illinois,Union County,16653
17,183,Illinois,Vermilion County,75758
17,185,Illinois,Wabash County,11520
17,187,Illinois,Warren County,16844
17,189,Illinois,Washington County,13887
17,191,Illinois,Wayne County,16215
17,193,Illinois,White County,13537
17,195,Illinois,Whiteside County,55175
17,197,Illinois,Will County,690743
17,199,Illinois,Williamson County,66597
17,201,Illinois,Winnebago County,282572
17,203,Illinois,Woodford County,38459
18,000,Indiana,Indiana,6732219
18,001,Indiana,Adams County,35777
18,003,Indiana,Allen County,379299
18,005,Indiana,Bartholomew County,83779
18,007,Indiana,Benton County,8748
18,009,Indiana,Blackford County,11758
18,011,Indiana,Boone County,67843
18,013,Indiana,Brown County,15092
18,015,Indiana,Carroll County,20257
18,017,Indiana,Cass County,37689
18,019,Indiana,Clark County,118302
18,021,Indiana,Clay County,26225
18,023,Indiana,Clinton County,32399
18,025,Indiana,Crawford County,10577
18,027,Indiana,Daviess County,33351
18,029,Indiana,Dearborn County,49458
18,031,Indiana,Decatur County,26559
18,033,Indiana,DeKalb County,43475
18,035,Indiana,Delaware County,114135
18,037,Indiana,Dubois County,42736
18,039,Indiana,Elkhart County,206341
18,041,Indiana,Fayette County,23102
18,043,Indiana,Floyd County,78522
18,045,Indiana,Fountain County,16346
18,047,Indiana,Franklin County,22758
18,049,Indiana,Fulton County,19974
18,051,Indiana,Gibson County,33659
18,053,Indiana,Grant County,65769
18,055,Indiana,Greene County,31922
18,057,Indiana,Hamilton County,338011
18,059,Indiana,Hancock County,78168
18,061,Indiana,Harrison County,40515
18,063,Indiana,Hendricks County,170311
18,065,Indiana,Henry County,47972
18,067,Indiana,Howard County,82544
18,069,Indiana,Huntington County,36520
18,071,Indiana,Jackson County,44231
18,073,Indiana,Jasper County,33562
18,075,Indiana,Jay County,20436
18,077,Indiana,Jefferson County,32308
18,079,Indiana,Jennings County,27735
18,081,Indiana,Johnson County,158167
18,083,Indiana,Knox County,36594
18,085,Indiana,Kosciusko County,79456
18,087,Indiana,LaGrange County,39614
18,089,Indiana,Lake County,485493
18,091,Indiana,LaPorte County,109888
18,093,Indiana,Lawrence County,45370
18,095,Indiana,Madison County,129569
18,097,Indiana,Marion County,964582
18,099,Indiana,Marshall County,46258
18,101,Indiana,Martin County,10255
18,103,Indiana,Miami County,35516
18,105,Indiana,Monroe County,148431
18,107,Indiana,Montgomery County,38338
18,109,Indiana,Morgan County,70489
18,111,Indiana,Newton County,13984
18,113,Indiana,Noble County,47744
18,115,Indiana,Ohio County,5875
18,117,Indiana,Orange County,19646
18,119,Indiana,Owen County,20799
18,121,Indiana,Parke County,16937
18,123,Indiana,Perry County,19169
